family,interval_min,rule,direction,entry_after_bars,target_pct,stop_pct,calls,win_rate,avg_pnl_pts,median_pnl_pts,target_rate,stop_rate,eod_rate,ambiguous_rate,train_jul_aug_calls,confirm_sep_calls,train_jul_aug_win_rate,confirm_sep_win_rate,train_jul_aug_avg_pnl_pts,confirm_sep_avg_pnl_pts
pdf_level_reaction,10,level_first6bars_touch10_buf0_inst,UP,6,0.1,0.1,6,50.0,-0.14828333333333354,-0.025949999999999918,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-12.093150000000001,23.74145
pdf_level_reaction,10,level_first1bars_touch0_buf0_inst,DOWN,1,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first1bars_touch5_buf0_inst,DOWN,1,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first1bars_touch10_buf0_inst,DOWN,1,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first1bars_touch15_buf0_inst,DOWN,1,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first2bars_touch5_buf0_inst,DOWN,2,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first2bars_touch10_buf0_inst,DOWN,2,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first2bars_touch15_buf0_inst,DOWN,2,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first3bars_touch5_buf0_inst,DOWN,3,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first3bars_touch10_buf0_inst,DOWN,3,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first3bars_touch15_buf0_inst,DOWN,3,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first6bars_touch5_buf0_inst,DOWN,6,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first6bars_touch10_buf0_inst,DOWN,6,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,10,level_first6bars_touch15_buf0_inst,DOWN,6,0.08,0.08,6,50.0,-0.17320000000000016,-0.366439999999999,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-9.67924,18.83888
pdf_level_reaction,15,level_first1bars_touch0_buf5_all,UP,1,0.1,0.1,6,50.0,-0.17776666666666863,-0.22574999999999967,50.0,50.0,0.0,0.0,3,3,0.0,100.0,-23.883250000000004,23.527716666666667
pdf_level_reaction,15,level_first1bars_touch5_buf5_all,UP,1,0.1,0.1,6,50.0,-0.17776666666666863,-0.22574999999999967,50.0,50.0,0.0,0.0,3,3,0.0,100.0,-23.883250000000004,23.527716666666667
pdf_level_reaction,15,level_first1bars_touch10_buf10_all,UP,1,0.15,0.15,6,50.0,-0.18252499999999827,-0.3386250000000004,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-17.926443749999997,35.3053125
pdf_level_reaction,10,level_first2bars_touch10_buf0_inst,UP,2,0.15,0.15,6,50.0,-0.22242499999999885,-0.03892499999999899,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-18.139725,35.612175
pdf_level_reaction,10,level_first2bars_touch15_buf0_inst,UP,2,0.15,0.15,6,50.0,-0.22242499999999885,-0.03892499999999899,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-18.139725,35.612175
pdf_level_reaction,10,level_first3bars_touch10_buf0_inst,UP,3,0.15,0.15,6,50.0,-0.22242499999999885,-0.03892499999999899,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-18.139725,35.612175
pdf_level_reaction,10,level_first3bars_touch15_buf0_inst,UP,3,0.15,0.15,6,50.0,-0.22242499999999885,-0.03892499999999899,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-18.139725,35.612175
pdf_level_reaction,10,level_first6bars_touch10_buf0_inst,UP,6,0.15,0.15,6,50.0,-0.22242499999999885,-0.03892499999999899,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-18.139725,35.612175
pdf_level_reaction,15,level_first1bars_touch10_buf10_all,UP,1,0.2,0.2,6,50.0,-0.24336666666667028,-0.45149999999999935,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-23.901925000000006,47.073750000000004
pdf_level_reaction,15,level_first1bars_touch0_buf5_all,UP,1,0.2,0.2,6,50.0,-0.35553333333333725,-0.45149999999999935,50.0,50.0,0.0,0.0,3,3,0.0,100.0,-47.76650000000001,47.05543333333333
pdf_level_reaction,15,level_first1bars_touch5_buf5_all,UP,1,0.2,0.2,6,50.0,-0.35553333333333725,-0.45149999999999935,50.0,50.0,0.0,0.0,3,3,0.0,100.0,-47.76650000000001,47.05543333333333
pdf_level_reaction,15,level_first4bars_touch15_buf0_inst,UP,4,0.08,0.08,6,33.33333333333333,-6.447413333333334,-19.15402,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.548368000000002,19.057360000000003
pdf_level_reaction,15,level_first4bars_touch15_buf10_inst,UP,4,0.08,0.08,6,33.33333333333333,-6.472760000000001,-19.167180000000002,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.578784000000002,19.057360000000003
pdf_level_reaction,10,level_first2bars_touch10_buf5_inst,UP,2,0.08,0.08,6,33.33333333333333,-6.501346666666667,-19.16892,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.61016,19.042720000000003
pdf_level_reaction,10,level_first2bars_touch15_buf5_inst,UP,2,0.08,0.08,6,33.33333333333333,-6.501346666666667,-19.16892,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.61016,19.042720000000003
pdf_level_reaction,10,level_first3bars_touch10_buf5_inst,UP,3,0.08,0.08,6,33.33333333333333,-6.501346666666667,-19.16892,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.61016,19.042720000000003
pdf_level_reaction,10,level_first3bars_touch15_buf5_inst,UP,3,0.08,0.08,6,33.33333333333333,-6.501346666666667,-19.16892,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.61016,19.042720000000003
pdf_level_reaction,10,level_first6bars_touch10_buf5_inst,UP,6,0.08,0.08,6,33.33333333333333,-6.501346666666667,-19.16892,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-11.61016,19.042720000000003
pdf_level_reaction,15,level_first4bars_touch15_buf0_inst,UP,4,0.1,0.1,6,33.33333333333333,-8.059266666666668,-23.942525,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.43546,23.8217
pdf_level_reaction,15,level_first4bars_touch15_buf10_inst,UP,4,0.1,0.1,6,33.33333333333333,-8.090950000000001,-23.958975000000002,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.47348,23.8217
pdf_level_reaction,10,level_first2bars_touch10_buf5_inst,UP,2,0.1,0.1,6,33.33333333333333,-8.126683333333334,-23.961150000000004,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.5127,23.8034
pdf_level_reaction,10,level_first2bars_touch15_buf5_inst,UP,2,0.1,0.1,6,33.33333333333333,-8.126683333333334,-23.961150000000004,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.5127,23.8034
pdf_level_reaction,10,level_first3bars_touch10_buf5_inst,UP,3,0.1,0.1,6,33.33333333333333,-8.126683333333334,-23.961150000000004,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.5127,23.8034
pdf_level_reaction,10,level_first3bars_touch15_buf5_inst,UP,3,0.1,0.1,6,33.33333333333333,-8.126683333333334,-23.961150000000004,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.5127,23.8034
pdf_level_reaction,10,level_first6bars_touch10_buf5_inst,UP,6,0.1,0.1,6,33.33333333333333,-8.126683333333334,-23.961150000000004,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-14.5127,23.8034
pdf_level_reaction,15,level_first4bars_touch15_buf0_inst,UP,4,0.15,0.15,6,33.33333333333333,-12.088899999999997,-35.9137875,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.65319,35.73255
pdf_level_reaction,15,level_first4bars_touch15_buf10_inst,UP,4,0.15,0.15,6,33.33333333333333,-12.136425000000001,-35.9384625,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.71022,35.73255
pdf_level_reaction,10,level_first2bars_touch10_buf5_inst,UP,2,0.15,0.15,6,33.33333333333333,-12.190024999999999,-35.941725,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.76905,35.7051
pdf_level_reaction,10,level_first2bars_touch15_buf5_inst,UP,2,0.15,0.15,6,33.33333333333333,-12.190024999999999,-35.941725,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.76905,35.7051
pdf_level_reaction,10,level_first3bars_touch10_buf5_inst,UP,3,0.15,0.15,6,33.33333333333333,-12.190024999999999,-35.941725,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.76905,35.7051
pdf_level_reaction,10,level_first3bars_touch15_buf5_inst,UP,3,0.15,0.15,6,33.33333333333333,-12.190024999999999,-35.941725,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.76905,35.7051
pdf_level_reaction,10,level_first6bars_touch10_buf5_inst,UP,6,0.15,0.15,6,33.33333333333333,-12.190024999999999,-35.941725,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-21.76905,35.7051
pdf_level_reaction,15,level_first4bars_touch15_buf0_inst,UP,4,0.2,0.2,6,33.33333333333333,-16.118533333333335,-47.88505,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-28.87092,47.6434
pdf_level_reaction,15,level_first4bars_touch15_buf10_inst,UP,4,0.2,0.2,6,33.33333333333333,-16.181900000000002,-47.917950000000005,33.33333333333333,66.66666666666666,0.0,0.0,5,1,20.0,100.0,-28.94696,47.6434
