w_pro,w_fii,w_contra,dev_exact,dev_cov,dev_sign,val_exact,val_sign,conf_exact,conf_sign,conf_sign_n,dev_score
0.0,0.1,0.25,37.9,75.8,52.94,39.52,54.09,43.37,54.78,115,46.92399999999999
0.55,0.6,0.25,35.57,67.35,54.49,35.89,54.07,39.16,53.54,99,46.922000000000004
0.8,0.85,0.3,35.57,67.35,54.49,35.89,54.07,38.55,53.06,98,46.922000000000004
0.75,0.8,0.3,35.57,67.35,54.49,35.89,54.07,38.55,53.06,98,46.922000000000004
0.85,0.9,0.3,35.57,67.35,54.49,35.89,54.07,38.55,53.06,98,46.922000000000004
0.6,0.65,0.25,35.57,67.35,54.49,35.89,54.07,38.55,53.06,98,46.922000000000004
0.7,0.75,0.3,35.57,67.35,54.49,35.89,54.07,38.55,53.06,98,46.922000000000004
0.75,0.2,-0.3,31.2,44.31,57.39,31.05,51.32,28.92,49.15,59,46.914
0.45,0.35,-0.15,31.2,44.31,57.39,35.08,54.74,26.51,45.45,66,46.914
0.9,0.7,-0.3,31.2,44.31,57.39,35.08,54.74,26.51,45.45,66,46.914
0.35,1.0,-0.25,30.61,33.53,57.78,32.26,55.0,30.72,52.17,69,46.912
0.8,0.65,0.05,34.99,66.76,54.86,36.69,53.68,34.94,52.17,92,46.912
0.2,0.6,-0.15,30.61,33.53,57.78,32.26,55.0,30.12,50.0,70,46.912
0.35,0.25,-0.1,32.07,47.81,56.8,35.48,55.45,29.52,48.61,72,46.908
0.75,0.85,-0.2,31.2,47.52,57.38,35.48,55.88,31.93,51.32,76,46.908
0.15,0.35,-0.05,32.07,47.81,56.8,37.1,55.05,35.54,54.22,83,46.908
0.3,0.7,-0.1,32.07,47.81,56.8,37.1,55.05,35.54,54.22,83,46.908
0.6,0.8,-0.15,31.2,47.52,57.38,35.48,55.66,32.53,51.9,79,46.908
0.7,0.5,-0.2,32.07,47.81,56.8,35.48,55.45,29.52,48.61,72,46.908
0.35,0.3,-0.1,31.2,47.52,57.38,34.68,55.1,29.52,48.61,72,46.908
0.7,0.6,-0.2,31.2,47.52,57.38,34.68,55.1,29.52,48.61,72,46.908
0.55,0.95,-0.15,32.07,47.81,56.8,36.29,56.07,33.13,51.85,81,46.908
0.55,0.6,-0.15,31.2,47.52,57.38,35.89,55.34,31.33,50.67,75,46.908
0.7,0.25,-0.3,30.03,37.9,58.16,30.24,52.17,27.71,49.06,53,46.907999999999994
0.55,0.4,-0.05,32.65,61.22,56.41,35.89,55.37,34.34,52.33,86,46.906
0.25,0.55,0.2,35.28,65.01,54.65,37.5,54.61,39.76,55.0,100,46.902
0.55,0.45,-0.05,32.94,59.48,56.21,35.48,55.37,35.54,52.87,87,46.902
0.05,0.25,0.3,36.73,71.14,53.68,38.71,54.3,41.57,53.15,111,46.9
0.4,0.45,-0.0,33.82,61.52,55.62,35.89,54.62,36.14,52.17,92,46.9
0.9,1.0,-0.0,33.82,61.52,55.62,36.29,55.04,36.14,52.17,92,46.9
0.55,0.45,-0.3,27.7,26.24,59.7,31.45,57.14,25.3,46.81,47,46.9
0.45,0.85,-0.3,27.7,26.24,59.7,32.26,55.88,27.11,47.27,55,46.9
0.45,0.5,-0.0,33.82,61.52,55.62,36.29,55.04,36.14,52.17,92,46.9
0.85,0.95,-0.0,33.82,61.52,55.62,36.29,54.62,36.14,52.17,92,46.9
0.8,0.9,-0.0,33.82,61.52,55.62,35.89,54.62,36.14,52.17,92,46.9
0.3,0.75,-0.2,30.32,32.94,57.95,32.26,55.13,30.12,50.75,67,46.898
0.95,0.2,-0.15,34.11,63.85,55.42,37.5,53.6,32.53,54.32,81,46.896
1.0,0.15,-0.2,34.11,63.85,55.42,35.08,51.72,32.53,54.55,77,46.896
1.0,0.9,-0.0,34.11,63.85,55.42,36.29,54.96,35.54,52.81,89,46.896
0.5,0.45,-0.0,34.11,63.85,55.42,36.29,54.96,35.54,52.81,89,46.896
0.65,0.65,0.05,34.11,63.85,55.42,35.89,53.79,37.35,52.63,95,46.896
0.2,0.65,0.2,34.69,64.43,55.03,37.1,53.57,37.35,51.52,99,46.894
0.2,0.8,0.25,34.69,64.43,55.03,38.31,54.23,38.55,52.94,102,46.894
0.15,0.85,0.25,34.69,64.43,55.03,39.52,54.11,37.35,52.0,100,46.894
0.95,1.0,0.2,34.69,64.43,55.03,35.89,53.73,37.35,52.08,96,46.894
0.2,1.0,0.3,34.69,64.43,55.03,38.71,54.17,37.35,52.0,100,46.894
0.25,0.8,0.25,34.69,64.43,55.03,37.1,53.57,37.35,51.52,99,46.894
0.1,0.5,0.15,34.69,64.43,55.03,38.71,54.17,37.35,52.0,100,46.894
0.2,0.85,0.25,34.69,64.43,55.03,38.31,53.85,37.35,52.0,100,46.894
0.7,0.75,0.15,34.69,64.43,55.03,35.89,53.73,37.95,53.12,96,46.894
0.25,1.0,0.3,34.69,64.43,55.03,38.31,54.23,37.35,52.0,100,46.894
0.3,0.95,0.25,34.69,64.43,55.03,37.1,53.57,36.75,51.02,98,46.894
0.15,0.5,0.15,34.69,64.43,55.03,37.5,53.9,37.35,51.52,99,46.894
0.25,0.85,0.25,34.69,64.43,55.03,37.5,53.9,37.35,51.52,99,46.894
0.3,1.0,0.3,34.69,64.43,55.03,37.5,53.9,37.35,51.52,99,46.894
0.9,0.75,-0.1,32.65,58.02,56.38,35.89,55.37,34.94,52.33,86,46.888000000000005
0.85,0.65,-0.1,32.65,58.02,56.38,35.89,55.46,34.94,52.94,85,46.888000000000005
0.45,0.65,0.1,34.99,62.68,54.82,36.29,54.96,39.76,54.08,98,46.888
0.15,0.1,0.2,36.44,73.76,53.85,37.5,54.42,40.96,53.98,113,46.886
0.15,0.35,0.05,34.4,62.1,55.21,37.1,53.28,36.75,53.26,92,46.885999999999996
0.8,0.2,-0.15,34.4,62.1,55.21,36.69,52.94,30.72,52.63,76,46.885999999999996
0.3,0.7,0.1,34.4,62.1,55.21,37.1,53.28,36.75,53.26,92,46.885999999999996
0.35,0.8,0.1,34.4,62.1,55.21,37.5,53.28,36.75,53.26,92,46.885999999999996
0.2,0.45,0.05,34.4,62.1,55.21,37.1,53.33,36.75,53.26,92,46.885999999999996
0.4,0.9,0.1,34.4,62.1,55.21,37.1,53.33,36.75,53.26,92,46.885999999999996
0.7,0.5,-0.1,32.07,58.31,56.76,36.69,54.78,34.34,53.01,83,46.884
0.35,0.25,-0.05,32.07,58.31,56.76,36.69,54.78,34.34,53.01,83,46.884
0.95,0.8,-0.3,31.49,45.77,57.14,35.48,54.64,28.31,47.83,69,46.879999999999995
0.95,0.9,-0.25,31.49,48.98,57.14,35.08,54.9,31.33,50.0,76,46.879999999999995
0.75,0.7,-0.2,31.49,48.98,57.14,34.68,54.46,31.33,50.0,76,46.879999999999995
0.45,0.75,0.1,34.69,60.35,55.0,36.29,54.14,39.16,54.17,96,46.876
0.5,0.9,0.05,34.69,60.35,55.0,36.29,53.79,37.95,53.76,93,46.876
0.55,0.9,0.1,34.69,60.35,55.0,36.29,54.14,39.16,54.74,95,46.876
0.6,0.9,0.05,34.69,60.35,55.0,35.89,54.2,39.16,54.74,95,46.876
0.9,0.85,-0.1,32.36,56.56,56.55,35.08,54.55,34.94,52.94,85,46.874
0.55,0.6,0.15,35.28,65.89,54.6,36.29,54.07,38.55,53.61,97,46.872
1.0,0.9,-0.15,32.07,55.1,56.74,35.89,54.31,34.34,53.01,83,46.872
0.45,0.6,-0.05,32.94,56.27,56.16,36.29,55.46,34.34,51.16,86,46.872
0.9,0.85,-0.15,31.78,53.64,56.93,36.69,54.31,33.13,52.5,80,46.870000000000005
0.6,0.55,0.25,35.57,69.1,54.4,37.1,53.96,38.55,53.0,100,46.868
0.7,0.65,0.3,35.57,69.1,54.4,37.1,53.96,37.95,53.0,100,46.868
0.65,0.6,0.3,35.57,69.1,54.4,37.1,53.96,38.55,53.47,101,46.868
0.9,0.75,0.2,35.57,69.1,54.4,37.1,53.24,36.75,52.08,96,46.868
0.2,0.2,0.3,36.15,70.55,54.01,38.31,53.38,39.76,54.21,107,46.866
0.1,0.1,0.15,36.15,70.55,54.01,38.31,53.38,39.76,54.21,107,46.866
0.1,0.3,0.3,36.15,70.55,54.01,38.71,55.1,40.96,52.73,110,46.866
0.05,0.15,0.15,36.15,70.55,54.01,38.71,55.1,40.96,52.73,110,46.866
0.35,0.6,-0.05,32.65,54.81,56.34,35.48,54.78,34.94,52.94,85,46.864000000000004
0.85,0.75,-0.2,31.78,50.44,56.92,35.08,55.34,31.93,50.65,77,46.864000000000004
0.85,0.95,0.05,33.82,62.39,55.56,35.89,53.79,36.75,52.69,93,46.864
0.7,0.8,0.05,33.82,62.39,55.56,35.89,53.79,36.14,52.17,92,46.864
0.75,0.85,0.05,33.82,62.39,55.56,35.89,53.79,36.75,52.69,93,46.864
0.65,0.75,0.05,33.82,62.39,55.56,35.89,53.79,36.14,52.17,92,46.864
0.9,1.0,0.05,33.82,62.39,55.56,35.89,53.79,36.75,52.69,93,46.864
0.8,0.9,0.05,33.82,62.39,55.56,35.89,53.79,36.75,52.69,93,46.864
0.9,0.15,-0.2,33.82,62.39,55.56,34.27,50.89,32.53,54.67,75,46.864
0.1,0.15,0.05,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.4,0.6,0.2,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.7,1.0,0.3,35.57,64.14,54.39,36.29,54.07,39.76,54.64,97,46.862
0.55,0.8,0.25,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.6,0.9,0.3,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.6,0.85,0.25,35.57,64.14,54.39,36.29,54.07,39.76,54.64,97,46.862
0.35,0.5,0.15,35.57,64.14,54.39,36.29,54.07,39.76,54.64,97,46.862
0.5,0.6,-0.15,30.32,44.9,57.89,35.48,56.12,29.52,50.0,70,46.862
0.65,0.95,0.3,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.5,0.75,0.25,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.3,0.45,0.15,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.45,0.65,0.2,35.57,64.14,54.39,36.29,54.07,40.36,54.55,99,46.862
0.2,0.3,0.1,35.57,64.14,54.39,35.89,53.68,40.36,54.55,99,46.862
0.35,1.0,-0.3,29.15,28.28,58.67,32.66,56.76,27.11,49.18,61,46.861999999999995
0.55,0.9,-0.1,32.07,51.9,56.72,35.08,54.95,34.34,52.38,84,46.86
0.85,0.75,-0.25,30.9,46.94,57.5,34.68,54.64,29.52,48.61,72,46.86
0.75,1.0,-0.2,30.9,46.94,57.5,35.89,56.19,31.33,52.7,74,46.86
0.65,0.65,-0.25,30.61,39.94,57.69,34.68,55.17,26.51,46.88,64,46.858
0.45,0.5,0.2,35.86,67.35,54.19,35.89,54.07,39.16,54.08,98,46.858
0.1,0.45,0.25,35.86,67.35,54.19,37.1,53.42,39.76,52.83,106,46.858
0.05,0.35,0.3,36.44,68.8,53.8,37.9,52.63,40.36,52.78,108,46.855999999999995
0.05,0.3,0.25,36.44,68.8,53.8,37.9,53.69,40.36,52.78,108,46.855999999999995
0.75,0.25,-0.15,34.11,60.64,55.35,35.89,53.04,31.93,53.25,77,46.854
0.5,0.65,-0.0,34.11,60.64,55.35,35.89,54.26,37.35,52.69,93,46.854
0.6,0.95,0.3,34.99,63.56,54.76,35.48,53.33,40.36,54.55,99,46.852
0.45,0.75,0.25,34.99,63.56,54.76,35.48,53.73,39.76,54.0,100,46.852
0.5,0.85,0.3,34.99,63.56,54.76,35.48,53.73,39.76,54.0,100,46.852
0.5,0.8,0.25,34.99,63.56,54.76,35.89,53.73,40.36,54.55,99,46.852
0.55,0.9,0.3,34.99,63.56,54.76,35.48,53.73,39.76,54.0,100,46.852
0.35,1.0,0.2,34.4,62.97,55.15,37.5,53.57,36.14,50.52,97,46.849999999999994
0.1,0.8,-0.2,32.07,34.99,56.7,32.26,53.75,30.72,52.05,73,46.848000000000006
0.05,0.4,-0.1,32.07,34.99,56.7,32.26,53.75,30.72,52.05,73,46.848000000000006
0.35,0.75,-0.25,27.99,26.82,59.42,31.85,55.88,26.51,48.21,56,46.848
0.95,0.0,-0.3,33.24,58.6,55.92,34.27,52.94,31.33,47.37,76,46.848
0.55,0.75,-0.3,27.11,28.28,60.0,33.87,57.75,27.71,46.43,56,46.844
0.15,0.15,-0.1,27.11,16.62,60.0,28.63,58.97,23.49,44.12,34,46.844
0.3,0.3,-0.2,27.11,16.62,60.0,28.63,58.97,23.49,44.12,34,46.844
0.45,0.45,-0.3,27.11,16.62,60.0,28.63,58.97,23.49,44.12,34,46.844
0.85,0.8,-0.3,31.2,41.98,57.27,35.48,55.32,27.11,46.97,66,46.842
0.35,0.3,0.3,36.15,71.43,53.97,37.9,54.17,40.36,53.77,106,46.842
0.55,0.85,0.1,34.69,61.22,54.94,36.29,54.55,39.16,54.17,96,46.839999999999996
0.4,0.05,-0.15,32.65,51.6,56.3,32.66,52.87,28.92,48.44,64,46.839999999999996
0.8,0.1,-0.3,32.65,51.6,56.3,32.66,52.87,28.92,48.44,64,46.839999999999996
0.4,0.8,0.05,34.69,61.22,54.94,36.69,53.79,37.35,53.85,91,46.839999999999996
0.45,0.85,-0.1,32.65,51.6,56.3,35.89,55.96,34.34,53.01,83,46.839999999999996
0.6,0.7,-0.2,30.61,43.15,57.66,35.48,55.67,30.12,50.0,70,46.839999999999996
0.3,0.35,-0.1,30.61,43.15,57.66,35.48,55.67,30.12,50.0,70,46.839999999999996
0.4,0.85,0.05,34.69,61.22,54.94,36.69,53.38,37.35,53.26,92,46.839999999999996
0.5,0.15,-0.2,30.61,43.15,57.66,31.05,53.42,28.31,50.0,56,46.839999999999996
0.35,0.7,0.05,34.69,61.22,54.94,36.29,53.79,37.35,53.85,91,46.839999999999996
0.65,0.55,0.3,35.57,69.97,54.35,37.5,53.9,38.55,51.92,104,46.838
0.55,0.5,-0.15,31.2,48.4,57.26,34.68,54.46,30.12,48.65,74,46.836
0.65,0.85,-0.15,31.2,48.4,57.26,35.48,55.14,32.53,51.9,79,46.836
0.85,1.0,-0.2,31.2,48.4,57.26,36.69,56.07,31.93,51.32,76,46.836
0.1,0.55,-0.05,34.11,52.48,55.32,35.48,52.99,36.14,52.69,93,46.836
0.75,0.65,-0.2,31.2,48.4,57.26,35.08,55.45,30.12,48.65,74,46.836
0.95,0.85,-0.25,31.2,48.4,57.26,35.08,54.9,30.72,49.33,75,46.836
0.6,0.25,-0.1,33.24,62.68,55.9,37.1,55.17,31.93,50.62,81,46.836
0.65,0.75,-0.15,31.2,48.4,57.26,36.69,56.07,31.93,51.32,76,46.836
0.95,0.75,-0.25,31.2,48.4,57.26,35.48,55.88,29.52,48.61,72,46.836
0.95,0.75,-0.1,32.65,58.89,56.29,35.48,55.0,34.94,52.33,86,46.834
0.75,0.45,-0.3,30.32,39.36,57.84,33.87,54.12,26.51,44.83,58,46.832
0.55,1.0,-0.05,33.53,56.85,55.7,36.29,54.47,35.54,52.27,88,46.832
0.5,0.3,-0.2,30.32,39.36,57.84,33.87,54.12,26.51,44.83,58,46.832
0.25,0.15,-0.1,30.32,39.36,57.84,33.87,54.12,26.51,44.83,58,46.832
0.9,0.55,-0.15,32.07,59.18,56.67,35.89,54.95,31.93,51.25,80,46.830000000000005
0.35,0.4,0.2,35.86,68.22,54.14,36.29,54.41,39.76,53.92,102,46.828
0.5,0.55,0.25,35.86,68.22,54.14,35.48,53.73,39.16,54.46,101,46.828
0.2,0.35,0.2,35.86,68.22,54.14,36.69,53.57,40.36,54.29,105,46.828
0.45,0.5,0.25,35.86,68.22,54.14,36.29,54.41,39.16,53.4,103,46.828
0.25,0.45,0.3,35.86,68.22,54.14,36.69,53.9,40.36,53.77,106,46.828
0.0,0.9,-0.05,36.15,60.64,53.94,37.5,53.23,36.75,53.06,98,46.824
0.6,0.25,-0.3,30.03,30.03,58.02,31.05,55.56,25.3,43.18,44,46.824
0.95,0.65,-0.15,31.78,57.73,56.85,35.89,53.98,33.73,52.44,82,46.822
0.2,0.95,0.3,34.99,64.43,54.71,38.71,54.17,37.35,52.0,100,46.822
0.4,0.85,0.3,34.99,64.43,54.71,37.1,54.29,39.76,55.0,100,46.822
0.55,0.7,-0.15,30.61,46.36,57.63,35.89,55.77,31.33,52.05,73,46.822
0.9,0.6,-0.15,31.78,57.73,56.85,35.89,53.98,33.73,52.44,82,46.822
0.6,0.4,-0.1,31.78,57.73,56.85,35.89,53.98,33.73,52.44,82,46.822
0.3,0.2,-0.05,31.78,57.73,56.85,35.89,53.98,33.73,52.44,82,46.822
0.45,0.35,-0.0,34.69,66.18,54.91,35.89,54.2,34.94,51.65,91,46.821999999999996
0.7,0.55,-0.0,34.69,66.18,54.91,35.89,54.2,34.94,51.65,91,46.821999999999996
0.9,0.7,-0.0,34.69,66.18,54.91,35.89,54.2,34.94,51.65,91,46.821999999999996
0.8,0.5,-0.15,32.36,57.43,56.46,36.29,54.95,31.33,50.65,77,46.82
0.75,0.4,-0.15,32.36,57.43,56.46,36.29,55.05,30.72,50.0,76,46.82
0.55,0.5,-0.1,31.49,53.06,57.04,35.89,53.1,33.13,52.5,80,46.81999999999999
0.85,0.8,-0.15,31.49,53.06,57.04,37.1,54.31,32.53,51.9,79,46.81999999999999
0.35,0.6,0.3,36.15,66.47,53.93,36.69,53.96,40.36,54.81,104,46.818
0.35,0.65,-0.25,26.53,23.32,60.34,30.65,54.1,27.11,48.08,52,46.816
0.95,1.0,0.15,34.4,63.85,55.09,36.29,54.14,37.35,52.63,95,46.814
0.25,0.4,-0.2,26.24,14.29,60.53,29.84,60.0,23.49,45.95,37,46.814
0.15,0.55,0.15,34.4,63.85,55.09,37.9,53.9,36.75,51.52,99,46.814
0.4,1.0,-0.15,32.36,46.94,56.45,37.1,56.6,35.54,54.22,83,46.814
0.3,0.25,-0.2,26.24,14.29,60.53,27.82,62.5,21.08,40.0,25,46.814
0.9,0.45,-0.2,32.07,55.98,56.64,35.48,54.63,30.12,50.0,74,46.812000000000005
0.85,1.0,-0.0,34.11,61.52,55.28,35.89,54.62,35.54,51.65,91,46.812
0.7,0.8,-0.0,34.11,61.52,55.28,35.89,54.62,36.14,52.17,92,46.812
0.6,0.7,-0.0,34.11,61.52,55.28,35.89,54.62,36.14,52.17,92,46.812
0.35,0.4,-0.0,34.11,61.52,55.28,35.89,54.62,36.14,52.17,92,46.812
0.05,0.85,-0.2,33.24,39.94,55.86,33.06,53.33,33.13,54.67,75,46.812
0.65,0.75,-0.0,34.11,61.52,55.28,35.89,54.62,36.14,52.17,92,46.812
0.95,0.1,-0.25,34.11,61.52,55.28,34.68,53.77,32.53,51.32,76,46.812
0.3,0.35,-0.0,34.11,61.52,55.28,35.89,54.62,36.14,52.17,92,46.812
0.5,0.95,-0.15,32.65,48.4,56.25,36.29,55.24,33.73,53.75,80,46.81
0.4,0.55,-0.05,32.65,55.69,56.25,35.89,55.08,33.73,50.59,85,46.81
0.65,0.6,-0.1,31.78,54.52,56.83,36.29,54.31,33.73,52.44,82,46.81
1.0,0.85,-0.3,31.49,46.65,57.02,35.48,55.1,29.52,48.61,72,46.80800000000001
0.5,0.4,-0.15,31.49,46.65,57.02,35.48,55.56,29.52,49.3,71,46.80800000000001
1.0,0.8,-0.3,31.49,46.65,57.02,35.48,55.56,29.52,49.3,71,46.80800000000001
0.95,0.6,-0.3,31.49,46.65,57.02,35.08,54.08,28.92,46.27,67,46.80800000000001
0.65,0.15,-0.25,31.49,46.65,57.02,31.85,51.9,30.12,50.0,64,46.80800000000001
0.15,0.2,0.2,36.44,70.55,53.72,37.5,53.42,39.16,53.33,105,46.808
0.45,0.45,0.2,35.28,67.64,54.49,36.69,54.74,38.55,53.54,99,46.806000000000004
0.55,0.55,0.25,35.28,67.64,54.49,36.69,54.35,38.55,53.54,99,46.806000000000004
0.85,0.9,-0.3,30.9,41.4,57.41,34.27,54.26,28.92,47.83,69,46.806
0.7,0.65,-0.25,30.9,41.4,57.41,35.48,55.32,27.11,46.97,66,46.806
0.9,0.7,-0.2,31.78,51.31,56.82,35.48,54.21,31.33,49.35,77,46.804
0.45,0.35,-0.1,31.78,51.31,56.82,35.48,54.21,31.33,49.35,77,46.804
0.9,0.75,-0.2,31.78,51.31,56.82,35.08,54.29,31.33,50.0,76,46.804
0.2,0.4,0.05,34.69,62.1,54.88,36.69,53.73,38.55,53.68,95,46.803999999999995
0.4,0.8,0.1,34.69,62.1,54.88,36.69,53.73,38.55,53.68,95,46.803999999999995
0.35,0.6,-0.3,25.07,12.24,61.29,28.63,57.5,24.1,47.22,36,46.802
0.7,0.65,-0.05,33.24,59.48,55.84,35.08,54.1,35.54,52.27,88,46.8
0.6,0.55,-0.05,33.24,59.48,55.84,35.08,54.55,35.54,52.87,87,46.8
0.65,0.6,-0.05,33.24,59.48,55.84,35.08,54.1,35.54,52.27,88,46.8
0.75,0.75,-0.05,33.24,59.48,55.84,35.48,54.03,34.94,52.87,87,46.8
0.45,0.7,0.05,34.4,59.77,55.06,36.29,54.55,39.16,54.74,95,46.796
0.4,0.65,-0.0,34.4,59.77,55.06,35.89,53.85,36.75,52.75,91,46.796
0.55,0.85,0.05,34.4,59.77,55.06,36.29,54.55,39.16,55.32,94,46.796
0.35,0.6,-0.0,34.4,59.77,55.06,35.89,54.26,36.75,52.75,91,46.796
0.15,0.25,-0.0,34.4,59.77,55.06,35.48,53.49,36.75,52.75,91,46.796
0.6,1.0,-0.0,34.4,59.77,55.06,35.48,53.49,36.75,52.75,91,46.796
0.45,0.75,-0.0,34.4,59.77,55.06,35.48,53.49,36.75,52.75,91,46.796
0.55,0.9,-0.0,34.4,59.77,55.06,35.89,53.85,36.75,52.75,91,46.796
0.3,0.5,-0.0,34.4,59.77,55.06,35.48,53.49,36.75,52.75,91,46.796
0.9,0.65,-0.05,33.24,63.56,55.83,35.08,54.47,34.94,52.87,87,46.794
0.6,0.45,-0.2,30.9,44.61,57.39,35.08,55.32,26.51,45.45,66,46.794
0.05,0.15,0.25,37.03,73.76,53.3,38.71,54.61,42.17,54.46,112,46.792
0.15,0.6,0.2,34.99,65.31,54.65,37.1,53.9,37.95,52.48,101,46.786
0.15,0.6,0.25,34.99,65.31,54.65,36.69,53.52,39.16,52.43,103,46.786
0.2,0.45,0.2,34.99,65.31,54.65,37.5,54.61,39.76,54.37,103,46.786
0.1,0.4,0.15,34.99,65.31,54.65,36.69,53.52,37.95,52.48,101,46.786
0.35,0.75,0.3,34.99,65.31,54.65,37.5,54.61,40.36,55.45,101,46.786
0.2,0.8,0.3,34.99,65.31,54.65,36.69,53.52,37.95,52.48,101,46.786
0.2,0.75,0.3,34.99,65.31,54.65,36.69,53.52,38.55,51.96,102,46.786
0.8,0.85,-0.0,33.53,61.81,55.62,36.29,54.62,36.75,53.26,92,46.784
0.15,0.25,0.3,36.44,71.43,53.68,37.9,54.11,39.76,53.27,107,46.784
0.7,0.75,-0.0,33.53,61.81,55.62,36.29,54.62,36.75,52.69,93,46.784
0.7,0.85,-0.2,30.32,45.77,57.76,35.08,56.0,30.72,51.39,72,46.784
0.1,0.15,0.25,36.44,71.43,53.68,38.31,53.64,41.57,54.55,110,46.784
0.75,0.8,-0.0,33.53,61.81,55.62,36.29,54.62,36.75,52.69,93,46.784
0.65,0.7,-0.0,33.53,61.81,55.62,36.29,54.62,36.75,52.69,93,46.784
0.5,0.55,-0.0,33.53,61.81,55.62,36.29,55.04,36.14,52.17,92,46.784
0.95,0.85,-0.0,33.82,64.14,55.42,36.29,54.96,35.54,52.81,89,46.78
0.7,0.1,-0.25,32.65,52.48,56.2,32.66,51.69,28.92,48.44,64,46.78
0.35,1.0,-0.15,32.65,45.19,56.2,37.1,58.25,34.94,53.57,84,46.78
0.2,0.3,-0.15,26.24,16.62,60.47,29.84,58.7,24.7,47.5,40,46.778
0.4,0.6,-0.3,26.24,16.62,60.47,29.84,58.7,24.7,47.5,40,46.778
0.55,0.55,-0.05,32.94,58.02,56.0,35.08,54.1,34.94,52.87,87,46.776
1.0,1.0,-0.1,32.94,58.02,56.0,35.08,54.1,34.34,52.33,86,46.776
0.5,0.5,-0.05,32.94,58.02,56.0,35.08,54.1,34.34,52.33,86,46.776
0.05,0.95,-0.15,34.11,49.27,55.22,36.69,56.73,36.14,55.81,86,46.775999999999996
0.05,0.85,0.1,35.28,63.56,54.44,40.32,53.06,36.14,52.53,99,46.775999999999996
0.05,0.9,-0.15,34.11,49.27,55.22,36.29,56.31,34.94,54.76,84,46.775999999999996
0.6,0.9,0.25,35.28,63.56,54.44,35.89,53.33,40.36,54.55,99,46.775999999999996
0.5,0.75,0.2,35.28,63.56,54.44,35.89,53.33,40.36,54.55,99,46.775999999999996
0.05,1.0,0.15,35.28,63.56,54.44,39.11,52.7,36.14,52.53,99,46.775999999999996
0.55,0.85,0.25,35.28,63.56,54.44,35.89,53.33,40.36,54.55,99,46.775999999999996
1.0,0.35,-0.2,33.82,60.06,55.41,36.29,53.91,31.93,52.56,78,46.773999999999994
0.55,0.65,0.25,35.57,66.76,54.24,35.89,54.07,39.76,54.08,98,46.772
0.6,0.7,0.25,35.57,66.76,54.24,35.89,54.07,39.16,54.08,98,46.772
0.6,0.7,0.3,35.57,66.76,54.24,35.89,54.07,39.76,54.08,98,46.772
0.3,0.35,0.15,35.57,66.76,54.24,35.89,54.07,39.76,54.08,98,46.772
0.5,0.6,0.25,35.57,66.76,54.24,35.89,54.07,39.76,54.08,98,46.772
0.1,0.15,0.1,36.15,68.22,53.85,36.29,53.57,39.76,53.85,104,46.77
0.2,0.3,0.2,36.15,68.22,53.85,36.29,53.57,39.76,53.85,104,46.77
0.3,0.45,0.3,36.15,68.22,53.85,36.29,53.57,39.76,53.85,104,46.77
0.15,0.35,0.25,36.15,68.22,53.85,37.1,53.85,40.96,53.21,109,46.77
0.25,0.7,0.15,34.11,62.39,55.21,37.1,53.57,36.14,50.52,97,46.769999999999996
0.35,0.9,0.15,34.11,62.39,55.21,37.5,53.28,36.14,52.69,93,46.769999999999996
0.4,0.05,-0.1,34.11,62.39,55.21,34.68,52.78,31.93,52.0,75,46.769999999999996
0.3,0.75,0.1,34.11,62.39,55.21,37.1,53.33,36.14,53.26,92,46.769999999999996
0.35,1.0,0.15,34.11,62.39,55.21,36.69,53.68,36.14,52.63,95,46.769999999999996
0.2,0.55,0.1,34.11,62.39,55.21,37.5,54.01,36.14,51.58,95,46.769999999999996
0.25,0.65,0.1,34.11,62.39,55.21,37.5,53.68,36.14,52.13,94,46.769999999999996
0.4,0.95,0.1,34.11,62.39,55.21,37.1,53.33,36.75,53.26,92,46.769999999999996
0.4,1.0,0.15,34.11,62.39,55.21,37.5,53.68,36.14,53.26,92,46.769999999999996
0.8,0.1,-0.2,34.11,62.39,55.21,34.68,52.78,31.93,52.0,75,46.769999999999996
0.3,0.8,0.15,34.11,62.39,55.21,37.9,53.24,36.14,51.58,95,46.769999999999996
0.35,0.85,0.1,34.11,62.39,55.21,37.1,53.33,36.75,53.26,92,46.769999999999996
0.6,0.7,0.05,34.11,62.39,55.21,35.89,53.79,36.14,52.17,92,46.769999999999996
0.7,1.0,0.15,34.69,62.97,54.82,36.29,54.55,39.76,54.08,98,46.767999999999994
0.3,0.5,0.15,34.69,62.97,54.82,35.89,53.73,39.16,53.54,99,46.767999999999994
0.6,1.0,0.3,34.69,62.97,54.82,35.89,53.73,39.16,53.54,99,46.767999999999994
0.3,0.55,0.15,34.69,62.97,54.82,36.29,53.73,39.76,54.55,99,46.767999999999994
0.55,1.0,0.3,34.69,62.97,54.82,36.29,54.07,39.76,54.55,99,46.767999999999994
