w_pro,w_fii,w_contra,dev_exact,dev_cov,dev_sign,val_exact,val_sign,conf_exact,conf_sign,conf_sign_n,dev_score
0.7,0.45,-0.2,32.07,47.81,58.06,34.68,53.47,28.92,47.89,71,47.664
1.0,0.6,-0.3,32.07,47.81,58.06,34.27,53.0,28.31,46.27,67,47.664
0.5,0.3,-0.15,32.07,47.81,58.06,34.27,53.0,28.31,46.27,67,47.664
1.0,0.95,-0.15,32.36,54.81,57.86,36.29,54.7,33.13,51.22,82,47.660000000000004
0.7,0.7,-0.1,32.36,54.81,57.86,36.69,54.62,33.73,51.81,83,47.660000000000004
0.35,0.35,-0.05,32.36,54.81,57.86,36.69,54.62,33.73,51.81,83,47.660000000000004
0.75,0.5,0.2,36.44,69.97,55.14,37.1,53.57,36.14,52.13,94,47.66
1.0,0.75,0.3,36.44,69.97,55.14,37.1,52.82,35.54,51.04,96,47.66
0.85,0.65,0.3,36.44,69.97,55.14,37.5,53.15,36.75,52.04,98,47.66
0.6,0.45,0.2,36.44,69.97,55.14,37.1,52.82,36.75,52.04,98,47.66
0.8,0.6,0.25,36.44,69.97,55.14,37.1,52.82,36.14,51.55,97,47.66
0.2,0.1,0.3,37.32,74.64,54.55,37.9,53.95,40.96,53.98,113,47.658
0.2,0.1,0.25,37.32,74.64,54.55,37.9,54.0,40.96,54.05,111,47.658
0.1,0.05,0.15,37.32,74.64,54.55,37.9,53.95,40.96,53.98,113,47.658
0.55,0.35,0.25,37.03,71.43,54.74,37.9,54.17,37.95,52.94,102,47.656000000000006
0.45,0.3,0.2,37.03,71.43,54.74,38.31,54.17,36.75,52.0,100,47.656000000000006
0.35,0.25,0.2,37.03,71.43,54.74,37.9,54.23,37.35,52.48,101,47.656000000000006
0.5,0.35,0.3,37.03,71.43,54.74,37.9,54.23,37.35,52.48,101,47.656000000000006
0.4,0.85,-0.15,32.36,46.06,57.85,36.69,57.43,34.94,54.32,81,47.654
0.65,0.95,-0.2,31.2,45.19,58.62,36.29,55.88,32.53,53.25,77,47.652
0.5,0.7,-0.15,31.2,45.19,58.62,36.29,55.88,30.72,51.35,74,47.652
0.3,0.8,-0.15,32.07,42.27,58.04,33.87,55.32,33.13,52.5,80,47.652
0.65,0.9,-0.2,31.2,45.19,58.62,36.29,55.45,30.72,51.35,74,47.652
0.65,0.15,-0.1,34.69,64.14,56.29,37.5,53.6,31.33,53.16,79,47.65
0.85,0.45,-0.1,33.53,63.85,57.06,35.89,54.24,32.53,51.19,84,47.647999999999996
0.8,0.4,-0.1,33.53,63.85,57.06,35.89,55.08,33.13,51.76,85,47.647999999999996
0.4,0.2,-0.05,33.53,63.85,57.06,35.89,55.08,33.13,51.76,85,47.647999999999996
0.7,0.9,-0.1,32.94,54.52,57.45,35.48,55.26,33.73,50.59,85,47.646
0.35,0.45,-0.05,32.94,54.52,57.45,35.48,55.26,33.73,50.59,85,47.646
0.45,0.4,-0.25,27.7,25.07,60.94,31.05,57.14,24.7,46.67,45,47.644
0.6,0.25,-0.25,30.61,38.48,59.0,31.05,54.17,27.11,49.06,53,47.644
0.35,0.7,-0.25,27.7,25.07,60.94,31.45,55.38,26.51,47.17,53,47.644
0.35,0.7,0.15,35.57,62.97,55.69,36.69,53.68,39.76,54.55,99,47.641999999999996
0.65,0.35,-0.05,34.4,65.89,56.47,36.29,55.2,33.73,52.33,86,47.641999999999996
0.45,0.9,0.2,35.57,62.97,55.69,36.69,53.68,40.36,55.0,100,47.641999999999996
0.85,0.65,-0.3,31.49,43.44,58.41,34.68,55.43,27.71,45.45,66,47.641999999999996
0.5,0.65,-0.1,32.07,51.02,58.02,35.89,54.55,33.73,51.81,83,47.64
0.75,1.0,-0.15,32.07,51.02,58.02,35.89,55.05,33.13,51.22,82,47.64
0.75,0.95,-0.15,32.07,51.02,58.02,35.48,54.55,33.13,51.22,82,47.64
0.3,0.55,0.25,35.86,65.31,55.49,36.69,54.35,39.76,54.37,103,47.638
0.35,0.65,0.3,35.86,65.31,55.49,36.69,54.35,39.76,54.37,103,47.638
0.45,0.4,0.05,34.99,66.47,56.07,36.69,54.48,36.75,52.69,93,47.638
0.7,0.6,0.05,34.99,66.47,56.07,36.69,54.48,35.54,52.75,91,47.638
0.65,0.55,0.05,34.99,66.47,56.07,36.69,54.07,35.54,52.75,91,47.638
0.75,0.65,0.05,34.99,66.47,56.07,36.69,54.48,36.14,52.75,91,47.638
1.0,0.85,0.05,34.99,66.47,56.07,36.69,54.07,36.14,52.75,91,47.638
0.9,0.8,0.1,34.99,66.47,56.07,36.69,54.48,36.75,52.69,93,47.638
0.45,0.3,-0.05,33.24,62.39,57.23,36.69,55.0,33.73,52.38,84,47.63399999999999
0.85,0.5,-0.1,33.24,62.39,57.23,35.89,53.85,32.53,51.22,82,47.63399999999999
0.9,0.6,-0.1,33.24,62.39,57.23,36.69,55.0,33.73,52.38,84,47.63399999999999
0.45,0.5,-0.3,26.53,18.37,61.7,29.03,59.09,22.29,42.86,35,47.632000000000005
0.2,0.05,0.2,37.32,75.51,54.5,38.71,54.61,40.36,52.78,108,47.628
0.35,0.1,0.3,37.32,75.51,54.5,37.5,54.0,39.76,52.83,106,47.628
0.5,0.3,0.25,37.03,72.3,54.69,37.5,54.17,37.35,52.48,101,47.626000000000005
0.4,0.25,0.2,37.03,72.3,54.69,37.5,54.17,37.95,52.94,102,47.626000000000005
0.35,0.0,-0.1,34.69,60.93,56.25,34.68,53.27,31.93,48.72,78,47.626
0.5,0.0,-0.15,34.69,60.93,56.25,35.08,53.85,31.93,48.05,77,47.626
1.0,0.0,-0.3,34.69,60.93,56.25,35.08,53.85,31.93,48.05,77,47.626
0.85,0.0,-0.25,34.69,60.93,56.25,35.08,53.33,32.53,48.72,78,47.626
0.7,0.0,-0.2,34.69,60.93,56.25,34.68,53.27,31.93,48.72,78,47.626
0.85,0.55,-0.05,34.11,64.43,56.63,35.48,54.03,33.73,51.72,87,47.622
0.9,0.6,-0.05,34.11,64.43,56.63,35.48,54.03,33.73,51.72,87,47.622
0.75,0.5,-0.05,34.11,64.43,56.63,35.48,54.47,34.34,51.72,87,47.622
0.75,0.35,-0.1,34.11,64.43,56.63,36.29,55.08,31.93,51.22,82,47.622
0.65,0.4,-0.05,34.11,64.43,56.63,35.89,54.47,33.13,51.76,85,47.622
0.7,0.9,-0.25,31.2,42.86,58.56,35.89,55.21,30.12,50.0,70,47.616
0.55,0.45,-0.2,31.2,42.86,58.56,33.87,55.06,27.11,45.31,64,47.616
0.55,0.75,-0.1,32.36,52.48,57.78,35.48,54.55,33.13,51.22,82,47.612
0.6,0.85,-0.1,32.36,52.48,57.78,34.27,54.55,33.13,50.6,83,47.612
0.8,0.95,-0.15,32.36,52.48,57.78,35.89,54.46,33.73,52.44,82,47.612
0.95,1.0,0.3,35.86,66.18,55.43,36.29,54.07,37.95,52.58,97,47.602
0.65,0.8,-0.2,30.61,44.02,58.93,35.48,56.12,29.52,50.0,70,47.602
0.7,0.15,-0.1,34.69,65.01,56.21,37.5,53.91,32.53,54.32,81,47.602
0.7,0.65,0.05,34.69,65.01,56.21,36.69,54.48,36.75,52.13,94,47.602
0.85,0.9,0.25,35.86,66.18,55.43,36.29,54.07,37.95,52.58,97,47.602
0.15,0.7,0.3,35.86,66.18,55.43,37.5,53.79,37.95,52.43,103,47.602
0.85,0.3,-0.1,34.69,65.01,56.21,36.69,54.47,31.93,51.19,84,47.602
0.45,0.8,0.3,35.57,63.85,55.62,35.89,54.07,40.36,54.46,101,47.6
0.45,0.85,0.3,35.57,63.85,55.62,36.29,54.01,39.16,54.55,99,47.6
1.0,0.8,0.1,35.57,67.93,55.62,36.69,53.28,35.54,52.69,93,47.6
1.0,0.65,0.05,35.57,67.93,55.62,36.69,54.48,36.14,53.26,92,47.6
0.9,0.6,0.05,35.57,67.93,55.62,36.69,53.68,36.14,53.26,92,47.6
0.5,0.4,0.05,35.57,67.93,55.62,36.69,53.28,35.54,52.69,93,47.6
0.85,0.8,0.3,35.57,67.93,55.62,37.1,54.35,37.35,52.58,97,47.6
0.85,0.75,0.15,35.57,67.93,55.62,36.69,54.07,36.75,52.63,95,47.6
0.75,0.7,0.25,35.57,67.93,55.62,37.1,54.35,36.75,52.08,96,47.6
0.75,0.6,0.1,35.57,67.93,55.62,37.1,52.86,35.54,52.69,93,47.6
0.6,0.55,0.2,35.57,67.93,55.62,37.1,54.35,36.75,52.08,96,47.6
0.85,0.55,0.05,35.57,67.93,55.62,36.69,53.68,36.14,53.26,92,47.6
0.85,0.7,0.1,35.57,67.93,55.62,36.69,53.28,35.54,52.17,92,47.6
0.3,0.55,0.2,35.57,63.85,55.62,36.29,54.01,39.16,54.0,100,47.6
0.8,0.65,0.1,35.57,67.93,55.62,36.69,53.28,35.54,52.69,93,47.6
0.8,0.7,0.15,35.57,67.93,55.62,36.69,54.07,36.75,52.63,95,47.6
0.95,0.85,0.2,35.57,67.93,55.62,36.69,53.68,36.75,52.63,95,47.6
0.65,0.6,0.2,35.57,67.93,55.62,37.1,54.35,36.75,52.08,96,47.6
0.7,0.65,0.25,35.57,67.93,55.62,37.1,54.35,36.75,52.08,96,47.6
0.6,0.55,0.15,35.57,67.93,55.62,36.69,54.07,36.75,52.63,95,47.6
0.25,0.25,0.05,35.28,65.6,55.81,36.69,54.07,37.35,52.08,96,47.598
0.5,0.5,0.1,35.28,65.6,55.81,36.69,54.07,37.35,52.08,96,47.598
1.0,1.0,0.2,35.28,65.6,55.81,36.69,54.07,37.35,52.08,96,47.598
0.75,0.75,0.15,35.28,65.6,55.81,36.69,54.07,37.35,52.08,96,47.598
0.45,0.25,0.25,37.03,73.18,54.64,37.5,54.17,37.35,51.96,102,47.596000000000004
0.55,0.3,0.3,37.03,73.18,54.64,37.5,54.17,37.95,51.96,102,47.596000000000004
0.75,0.45,0.3,36.44,71.72,55.03,37.5,54.55,37.95,53.0,100,47.594
0.5,0.3,0.2,36.44,71.72,55.03,37.5,54.55,37.95,53.0,100,47.594
0.25,0.15,0.1,36.44,71.72,55.03,37.5,54.55,37.95,53.0,100,47.594
0.65,0.4,0.25,36.44,71.72,55.03,37.5,54.23,37.95,53.0,100,47.594
0.75,0.6,-0.25,31.78,44.9,58.12,35.08,54.74,27.11,46.27,67,47.584
0.7,0.75,-0.1,32.94,55.39,57.34,36.29,54.7,32.53,50.6,83,47.580000000000005
0.75,0.8,-0.1,32.94,55.39,57.34,35.89,54.62,33.13,51.19,84,47.580000000000005
0.9,0.95,-0.1,33.24,56.85,57.14,35.48,53.72,34.34,52.33,86,47.58
0.55,0.0,-0.15,34.69,61.81,56.17,34.27,52.29,31.93,48.72,78,47.577999999999996
0.15,0.3,0.2,36.44,67.64,55.0,37.5,53.85,40.96,53.7,108,47.576
0.5,0.8,-0.15,32.36,46.94,57.72,35.89,56.31,32.53,51.25,80,47.576
1.0,0.95,-0.0,34.4,63.56,56.36,36.29,54.96,36.14,53.33,90,47.57599999999999
0.8,0.75,-0.0,34.4,63.56,56.36,36.29,54.96,36.14,53.33,90,47.57599999999999
0.95,0.9,-0.0,34.4,63.56,56.36,36.29,54.96,36.14,53.33,90,47.57599999999999
0.9,0.85,-0.0,34.4,63.56,56.36,36.29,54.96,36.14,53.33,90,47.57599999999999
0.85,0.8,-0.0,34.4,63.56,56.36,36.29,54.96,36.14,53.33,90,47.57599999999999
0.95,0.75,0.3,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.95,0.75,0.25,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
1.0,0.8,0.25,36.15,69.39,55.19,36.69,52.86,36.14,52.08,96,47.574
0.9,0.7,0.25,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.5,0.4,0.15,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.75,0.6,0.2,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.8,0.65,0.25,36.15,69.39,55.19,36.69,52.86,37.35,52.58,97,47.574
1.0,0.8,0.3,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.85,0.65,0.25,36.15,69.39,55.19,36.69,52.48,35.54,51.58,95,47.574
0.7,0.55,0.2,36.15,69.39,55.19,36.69,52.48,36.14,52.08,96,47.574
0.75,0.5,-0.1,32.65,60.35,57.52,36.69,54.7,33.73,52.38,84,47.572
0.4,0.8,0.15,35.28,62.39,55.76,36.69,53.68,39.16,54.08,98,47.568
0.55,0.15,-0.1,35.28,62.39,55.76,37.1,52.89,31.33,53.25,77,47.568
0.4,1.0,-0.3,30.03,30.32,59.26,32.26,56.76,27.71,50.0,60,47.568
0.15,0.3,0.05,35.28,62.39,55.76,36.69,53.73,37.95,53.12,96,47.568
0.5,1.0,0.15,35.28,62.39,55.76,36.69,53.73,38.55,53.12,96,47.568
0.2,0.5,-0.15,30.03,30.32,59.26,32.26,56.76,27.71,50.0,60,47.568
0.25,0.7,-0.2,30.03,30.32,59.26,33.06,57.89,28.31,49.23,65,47.568
0.95,0.65,-0.1,32.94,61.81,57.32,36.29,55.0,34.34,52.94,85,47.568
0.3,0.6,0.1,35.28,62.39,55.76,36.69,53.73,37.95,53.12,96,47.568
0.45,0.9,0.15,35.28,62.39,55.76,36.69,53.73,37.95,53.12,96,47.568
0.7,0.2,-0.1,34.99,64.14,55.95,37.9,53.97,30.72,51.85,81,47.566
1.0,0.3,-0.15,34.99,64.14,55.95,37.5,54.03,31.33,51.22,82,47.566
0.85,0.05,-0.2,34.99,64.14,55.95,35.48,53.04,33.13,49.38,81,47.566
0.35,0.1,-0.05,34.99,64.14,55.95,37.9,53.97,30.72,51.85,81,47.566
0.25,0.15,0.3,37.03,74.05,54.59,38.31,54.36,41.57,54.46,112,47.566
0.2,0.15,0.1,36.73,70.85,54.79,37.9,53.85,37.35,52.48,101,47.565999999999995
0.25,0.2,0.2,36.73,70.85,54.79,37.1,53.52,40.36,53.77,106,47.565999999999995
0.1,0.5,0.25,35.86,67.06,55.37,37.9,53.38,39.76,53.33,105,47.565999999999995
0.4,0.3,0.2,36.73,70.85,54.79,37.9,53.85,37.35,52.48,101,47.565999999999995
0.6,0.45,0.3,36.73,70.85,54.79,37.9,53.85,37.35,52.48,101,47.565999999999995
0.95,0.65,0.2,35.57,68.8,55.56,37.1,53.57,36.14,52.69,93,47.564
0.55,0.8,-0.1,32.07,51.9,57.89,35.48,54.55,33.13,51.22,82,47.562000000000005
0.6,0.6,0.15,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.9,0.9,0.2,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.65,0.65,0.15,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.4,0.4,0.1,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.2,0.2,0.05,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.8,0.8,0.2,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.6,0.5,0.05,35.28,66.47,55.75,36.69,53.68,35.54,52.75,91,47.562
0.45,0.45,0.1,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.85,0.85,0.2,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
1.0,1.0,0.25,35.28,66.47,55.75,36.69,54.07,37.35,52.08,96,47.562
0.85,0.5,-0.05,34.69,65.89,56.14,35.48,54.4,34.34,52.87,87,47.559999999999995
0.8,0.7,0.05,34.69,65.89,56.14,36.69,54.48,36.14,52.75,91,47.559999999999995
0.8,0.75,0.1,34.69,65.89,56.14,36.69,54.48,37.35,52.63,95,47.559999999999995
0.9,0.55,-0.05,34.69,65.89,56.14,35.89,54.84,34.94,52.81,89,47.559999999999995
0.1,0.75,-0.1,33.82,50.15,56.72,36.29,55.05,34.94,53.41,88,47.559999999999995
0.7,0.9,-0.15,32.36,50.15,57.69,35.89,55.05,32.53,51.25,80,47.558
0.9,0.75,-0.3,31.49,44.31,58.26,34.27,53.19,28.31,48.53,68,47.55199999999999
0.6,0.5,-0.2,31.49,44.31,58.26,34.27,53.19,28.31,48.53,68,47.55199999999999
0.3,0.25,-0.1,31.49,44.31,58.26,34.27,53.19,28.31,48.53,68,47.55199999999999
0.6,0.85,-0.15,31.78,48.1,58.06,35.89,55.66,32.53,51.25,80,47.548
0.6,0.9,-0.15,31.78,48.1,58.06,36.69,55.56,32.53,51.25,80,47.548
0.8,0.85,-0.2,31.78,48.1,58.06,36.29,55.77,31.93,51.95,77,47.548
0.2,0.3,-0.05,31.78,48.1,58.06,36.69,55.56,32.53,51.25,80,47.548
0.75,0.8,-0.2,31.78,48.1,58.06,35.89,55.34,30.72,50.67,75,47.548
0.4,0.55,-0.1,31.78,48.1,58.06,35.89,55.66,33.13,52.5,80,47.548
0.95,1.0,-0.25,31.78,48.1,58.06,35.89,55.34,30.72,50.67,75,47.548
0.4,0.6,-0.1,31.78,48.1,58.06,36.69,55.56,32.53,51.25,80,47.548
0.6,0.65,-0.15,31.78,48.1,58.06,36.29,56.19,31.33,51.32,76,47.548
0.25,0.15,0.25,37.32,73.18,54.36,37.1,53.79,40.36,53.21,109,47.544
0.35,0.2,0.25,37.32,73.18,54.36,37.5,54.55,37.95,52.43,103,47.544
0.5,0.95,-0.3,28.86,28.86,60.0,33.47,55.13,27.71,50.0,60,47.544
0.3,0.1,0.25,37.03,74.93,54.55,37.5,53.69,39.76,52.83,106,47.542
0.4,0.15,0.3,37.03,74.93,54.55,37.5,54.05,39.76,53.33,105,47.542
0.95,0.75,-0.3,32.07,46.36,57.85,36.29,56.12,28.31,47.83,69,47.538000000000004
0.35,0.95,-0.25,31.2,32.65,58.43,32.66,55.7,30.12,51.47,68,47.538
0.2,0.55,-0.1,31.78,42.57,58.04,35.08,56.7,33.73,53.09,81,47.536
0.2,0.55,-0.15,30.9,32.07,58.62,32.66,56.41,29.52,50.75,67,47.532
0.65,0.75,-0.1,32.65,54.81,57.45,35.48,54.39,34.34,52.38,84,47.53
0.65,0.85,-0.05,33.82,57.43,56.67,35.48,54.92,34.94,51.72,87,47.53
0.65,0.5,0.05,35.86,67.93,55.31,36.69,53.28,35.54,52.17,92,47.53
0.3,0.25,0.05,35.86,67.93,55.31,37.1,53.24,36.14,52.13,94,47.53
0.8,0.6,0.1,35.86,67.93,55.31,37.1,52.86,35.54,52.17,92,47.53
0.6,0.5,0.1,35.86,67.93,55.31,37.1,53.24,36.14,52.13,94,47.53
1.0,0.75,0.1,35.86,67.93,55.31,37.1,53.62,35.54,52.17,92,47.53
0.4,0.3,0.05,35.86,67.93,55.31,37.1,52.86,35.54,52.17,92,47.53
0.9,0.75,0.15,35.86,67.93,55.31,37.1,53.24,36.14,52.13,94,47.53
0.65,0.7,-0.1,32.65,54.81,57.45,36.29,54.31,33.13,51.22,82,47.53
0.25,0.6,0.15,35.28,63.27,55.69,36.69,52.52,38.55,54.08,98,47.525999999999996
0.35,0.85,0.25,35.28,63.27,55.69,37.5,53.57,39.16,54.0,100,47.525999999999996
0.35,0.75,0.15,35.28,63.27,55.69,36.69,52.9,38.55,53.61,97,47.525999999999996
0.2,0.45,0.1,35.28,63.27,55.69,36.69,52.9,37.95,53.61,97,47.525999999999996
0.25,0.55,0.15,35.28,63.27,55.69,37.1,53.62,39.76,55.0,100,47.525999999999996
0.3,0.65,0.15,35.28,63.27,55.69,36.69,53.28,38.55,54.08,98,47.525999999999996
0.7,0.55,-0.25,31.2,43.73,58.41,34.27,54.95,27.11,45.31,64,47.525999999999996
0.15,0.35,0.1,35.28,63.27,55.69,37.1,53.24,39.16,54.55,99,47.525999999999996
0.45,0.95,0.2,35.28,63.27,55.69,36.69,53.28,39.16,54.08,98,47.525999999999996
0.3,0.7,0.2,35.28,63.27,55.69,37.1,53.24,39.16,54.55,99,47.525999999999996
0.45,1.0,0.2,35.28,63.27,55.69,37.1,52.9,37.35,53.12,96,47.525999999999996
0.45,1.0,0.25,35.28,63.27,55.69,36.69,52.9,39.16,54.55,99,47.525999999999996
0.35,0.95,0.3,35.28,63.27,55.69,36.69,53.19,38.55,52.48,101,47.525999999999996
0.4,0.9,0.2,35.28,63.27,55.69,36.69,52.9,37.95,53.61,97,47.525999999999996
0.4,0.9,0.25,35.28,63.27,55.69,37.1,53.24,39.16,54.55,99,47.525999999999996
0.35,0.8,0.2,35.28,63.27,55.69,36.69,52.9,39.16,54.55,99,47.525999999999996
0.2,0.5,0.15,35.28,63.27,55.69,37.5,53.57,39.16,53.47,101,47.525999999999996
0.4,0.85,0.2,35.28,63.27,55.69,37.1,53.62,39.16,54.55,99,47.525999999999996
0.4,0.85,0.15,35.28,63.27,55.69,37.1,53.28,37.95,53.12,96,47.525999999999996
0.25,0.65,0.2,35.28,63.27,55.69,37.5,53.19,39.16,52.94,102,47.525999999999996
0.4,1.0,0.3,35.28,63.27,55.69,37.5,53.57,39.16,53.47,101,47.525999999999996
0.4,0.95,0.25,35.28,63.27,55.69,37.1,53.24,38.55,54.08,98,47.525999999999996
0.8,0.8,0.15,34.99,65.01,55.88,36.69,54.07,37.35,52.08,96,47.524
0.95,0.9,0.1,34.99,65.01,55.88,36.69,54.48,37.35,52.63,95,47.524
0.55,0.55,0.1,34.99,65.01,55.88,36.69,54.07,37.35,52.08,96,47.524
0.8,0.85,0.2,35.57,65.6,55.49,36.29,54.07,37.95,52.58,97,47.522
0.8,0.75,0.2,35.28,67.35,55.68,36.69,54.07,36.75,52.08,96,47.52
0.95,0.65,-0.0,35.28,67.35,55.68,36.69,54.48,36.14,53.26,92,47.52
0.95,0.9,0.25,35.28,67.35,55.68,36.69,54.07,36.75,52.08,96,47.52
0.95,0.85,0.15,35.28,67.35,55.68,36.69,54.07,36.75,52.63,95,47.52
0.9,0.5,-0.05,34.69,66.76,56.07,37.1,56.25,34.34,52.87,87,47.517999999999994
0.95,0.6,-0.15,32.36,59.77,57.62,35.89,53.98,32.53,51.85,81,47.516
0.7,1.0,-0.15,32.07,49.56,57.81,35.89,55.05,33.13,51.85,81,47.514
0.8,0.5,-0.1,32.65,61.22,57.42,36.29,55.17,33.13,51.81,83,47.512
0.4,0.25,-0.05,32.65,61.22,57.42,36.29,55.17,33.13,51.81,83,47.512
0.5,0.4,-0.3,27.7,21.28,60.71,29.44,58.14,24.7,54.55,33,47.506
0.5,0.65,-0.15,30.61,44.9,58.77,36.29,55.45,31.33,52.05,73,47.506
0.25,0.2,-0.15,27.7,21.28,60.71,29.44,58.14,24.7,54.55,33,47.506
0.35,0.35,-0.15,29.74,35.28,59.34,34.68,56.1,27.11,45.16,62,47.5
0.65,0.6,-0.2,31.78,45.77,57.98,35.08,54.64,29.52,49.3,71,47.5
0.7,0.7,-0.3,29.74,35.28,59.34,34.68,56.1,27.11,45.16,62,47.5
0.05,0.45,0.25,36.15,67.06,55.06,37.9,52.98,39.16,53.33,105,47.496
0.05,0.5,0.3,36.15,67.06,55.06,37.5,52.98,39.16,53.33,105,47.496
0.75,0.9,-0.25,30.9,43.15,58.56,35.89,55.67,30.12,50.0,70,47.496
0.05,0.35,0.2,36.15,67.06,55.06,37.5,52.67,39.16,53.33,105,47.496
0.6,0.75,-0.2,30.9,43.15,58.56,35.89,55.67,30.12,50.0,70,47.496
0.7,0.95,-0.25,30.9,43.15,58.56,35.48,55.21,30.72,50.7,71,47.496
0.45,0.55,-0.15,30.9,43.15,58.56,35.89,55.67,30.12,50.0,70,47.496
0.6,0.6,-0.25,30.03,35.86,59.14,34.68,55.42,26.51,45.16,62,47.496
0.9,0.7,0.2,35.86,68.8,55.25,37.1,52.86,35.54,52.13,94,47.494
0.8,0.7,0.2,35.86,68.8,55.25,37.1,54.01,36.75,52.63,95,47.494
0.7,0.55,0.15,35.86,68.8,55.25,37.1,52.86,35.54,52.13,94,47.494
0.65,0.5,0.15,35.86,68.8,55.25,37.1,52.86,34.94,51.61,93,47.494
0.45,0.35,0.1,35.86,68.8,55.25,37.1,52.86,35.54,52.13,94,47.494
1.0,0.65,0.15,35.86,68.8,55.25,37.5,53.96,36.14,52.69,93,47.494
1.0,0.9,0.3,35.86,68.8,55.25,37.1,54.35,36.75,52.63,95,47.494
0.6,0.4,0.1,35.86,68.8,55.25,37.5,53.96,36.14,52.69,93,47.494
0.8,0.25,-0.15,34.99,61.81,55.83,36.69,53.39,31.33,53.25,77,47.494
0.95,0.75,0.2,35.86,68.8,55.25,37.1,52.86,35.54,52.13,94,47.494
0.85,0.55,0.1,35.86,68.8,55.25,36.69,53.28,36.75,53.19,94,47.494
0.7,0.45,0.1,35.86,68.8,55.25,37.1,53.62,36.75,53.19,94,47.494
0.5,0.45,0.15,35.86,68.8,55.25,37.1,54.35,36.75,52.63,95,47.494
0.4,0.35,0.1,35.86,68.8,55.25,37.1,54.01,36.75,52.63,95,47.494
0.75,0.5,0.15,35.86,68.8,55.25,37.5,53.96,36.14,52.69,93,47.494
0.9,0.6,0.15,35.86,68.8,55.25,37.5,53.96,36.14,52.69,93,47.494
0.75,0.5,0.1,35.86,68.8,55.25,37.1,53.62,36.14,52.69,93,47.494
0.45,0.3,0.05,35.86,68.8,55.25,36.69,53.28,36.14,52.69,93,47.494
0.9,0.6,0.1,35.86,68.8,55.25,36.69,53.28,36.14,52.69,93,47.494
0.3,0.2,0.05,35.86,68.8,55.25,37.5,53.96,36.14,52.69,93,47.494
0.75,0.8,-0.15,32.36,51.02,57.58,35.48,54.05,31.93,51.95,77,47.492
0.1,0.7,-0.05,35.28,55.98,55.63,37.5,54.03,36.14,52.63,95,47.49
0.95,0.25,-0.15,34.69,63.56,56.02,37.5,54.03,31.33,53.85,78,47.488
0.65,0.2,-0.1,34.69,63.56,56.02,37.1,53.66,31.33,51.85,81,47.488
0.95,0.3,-0.15,34.69,63.56,56.02,36.69,53.72,30.72,51.25,80,47.488
0.55,0.55,0.15,35.57,66.47,55.43,37.1,54.41,37.35,52.08,96,47.486
0.9,0.5,-0.1,33.53,63.27,56.79,35.48,53.39,32.53,51.19,84,47.486
0.6,0.4,-0.05,33.53,63.27,56.79,35.89,54.47,34.34,52.94,85,47.486
0.55,0.35,-0.05,33.53,63.27,56.79,36.29,54.47,33.73,52.38,84,47.486
1.0,0.9,0.05,34.4,65.31,56.21,36.69,54.48,36.14,52.75,91,47.486
0.95,0.85,0.05,34.4,65.31,56.21,36.69,54.48,36.14,52.75,91,47.486
0.9,0.8,0.05,34.4,65.31,56.21,36.69,54.48,36.14,52.75,91,47.486
0.95,0.95,0.25,35.57,66.47,55.43,37.1,54.41,37.35,52.08,96,47.486
0.45,0.25,-0.05,33.53,63.27,56.79,35.48,53.39,32.53,51.19,84,47.486
0.9,0.9,0.25,35.57,66.47,55.43,37.1,54.41,37.35,52.08,96,47.486
0.7,0.35,-0.1,33.53,63.27,56.79,36.29,54.7,31.93,51.25,80,47.486
0.7,0.4,-0.05,34.4,65.31,56.21,36.29,55.65,34.34,52.87,87,47.486
0.75,0.75,0.2,35.57,66.47,55.43,37.1,54.41,37.35,52.08,96,47.486
0.3,0.85,0.3,35.28,64.14,55.62,36.29,53.19,39.76,53.4,103,47.484
0.35,0.65,0.25,35.28,64.14,55.62,36.69,54.35,39.16,54.0,100,47.484
0.4,0.9,0.3,35.28,64.14,55.62,37.1,53.96,39.76,55.0,100,47.484
0.25,0.7,0.25,35.28,64.14,55.62,36.69,53.19,39.76,53.4,103,47.484
0.4,0.75,0.3,35.28,64.14,55.62,36.69,54.35,40.36,54.9,102,47.484
0.35,0.85,0.3,35.28,64.14,55.62,37.5,53.9,39.76,53.92,102,47.484
0.3,0.7,0.25,35.28,64.14,55.62,37.9,54.61,39.76,54.46,101,47.484
0.2,0.45,0.15,35.28,64.14,55.62,37.1,53.96,39.76,55.0,100,47.484
