w_call,w_put,w_fut,dev_exact,dev_sign,val_sign,conf_sign,dev_score
0.1,0.9,0.5,36.73,52.55,56.94,54.0,46.221999999999994
0.8,0.9,0.0,36.73,52.53,54.3,52.78,46.21
0.7,0.8,0.0,36.73,52.53,54.3,52.78,46.21
0.3,0.9,0.1,37.61,51.92,58.11,54.21,46.196
0.1,0.6,0.2,36.73,52.5,60.26,54.46,46.192
0.7,1.0,0.1,36.73,52.5,56.85,52.34,46.192
0.3,0.8,0.0,37.32,51.89,56.95,53.1,46.062
0.0,1.0,0.3,37.61,51.67,57.05,54.9,46.046
0.6,1.0,0.0,36.44,52.43,56.08,52.29,46.034
0.3,0.5,0.0,36.44,52.43,56.08,52.29,46.034
0.2,1.0,0.1,37.9,51.42,58.71,53.27,46.012
0.2,0.8,0.3,36.15,52.55,57.82,56.57,45.989999999999995
0.5,0.8,0.1,36.15,52.5,56.85,53.27,45.96
0.2,0.7,0.1,37.32,51.69,59.06,52.78,45.94199999999999
0.0,0.9,0.4,36.44,52.26,58.33,54.46,45.932
0.8,1.0,0.1,36.44,52.26,56.46,53.27,45.932
0.5,0.8,0.0,36.44,52.2,56.08,51.85,45.896
0.0,0.7,0.3,36.73,52.0,58.6,54.9,45.891999999999996
0.2,0.8,0.0,37.61,51.4,58.71,51.38,45.884
0.1,0.4,0.0,37.61,51.4,58.71,51.38,45.884
0.5,0.7,0.0,36.73,51.98,55.41,52.34,45.879999999999995
0.1,1.0,0.3,37.03,51.76,59.35,54.46,45.867999999999995
0.2,0.9,0.3,35.86,52.53,59.6,56.0,45.862
0.1,0.8,0.4,36.15,52.31,59.18,55.0,45.846000000000004
0.1,0.7,0.3,36.15,52.31,59.46,56.0,45.846000000000004
0.0,0.8,0.3,37.03,51.72,58.23,55.45,45.843999999999994
0.6,0.7,0.0,36.44,52.02,54.67,52.78,45.788
0.2,0.6,0.0,37.32,51.42,58.0,52.25,45.78
0.1,0.3,0.0,37.32,51.42,58.0,52.25,45.78
0.3,0.9,0.0,37.32,51.42,58.0,52.25,45.78
0.1,1.0,0.5,35.86,52.31,57.53,55.1,45.730000000000004
0.1,0.8,0.1,37.9,50.94,57.59,53.33,45.724
0.7,1.0,0.0,36.73,51.72,55.7,51.85,45.724
0.0,1.0,0.4,37.03,51.47,58.23,54.9,45.694
0.0,0.5,0.2,37.03,51.47,58.23,54.9,45.694
0.1,0.7,0.0,38.19,50.69,57.41,51.4,45.69
0.1,0.9,0.4,36.15,52.04,59.06,55.0,45.684
0.1,0.6,0.0,38.48,50.46,57.41,51.89,45.668
0.1,0.7,0.1,37.32,51.2,58.06,53.85,45.647999999999996
0.0,0.7,0.2,37.32,51.18,57.05,54.9,45.635999999999996
0.3,1.0,0.0,37.61,50.93,58.55,52.21,45.602000000000004
0.2,0.7,0.0,37.61,50.93,58.44,50.91,45.602000000000004
0.2,1.0,0.0,38.19,50.46,58.6,50.91,45.552
0.1,0.5,0.0,38.19,50.46,58.6,50.91,45.552
0.2,0.9,0.0,38.19,50.46,58.23,50.91,45.552
0.0,0.6,0.2,37.03,51.21,57.69,55.0,45.538
0.0,0.9,0.3,37.03,51.21,57.69,55.0,45.538
0.0,0.3,0.1,37.03,51.21,57.69,55.0,45.538
0.2,0.8,0.1,37.03,51.2,59.33,52.78,45.532
0.1,0.9,0.3,36.15,51.78,59.6,54.46,45.528
0.0,0.4,0.1,37.32,50.95,56.41,54.81,45.498000000000005
0.0,0.8,0.2,37.32,50.95,56.41,54.81,45.498000000000005
0.8,1.0,0.0,36.44,51.5,56.38,51.89,45.476
0.4,0.5,0.0,36.44,51.5,56.38,51.89,45.476
0.3,0.4,0.0,36.44,51.49,55.86,52.34,45.47
0.6,0.8,0.0,36.44,51.49,55.86,52.34,45.47
0.1,0.9,0.0,37.61,50.69,57.06,51.38,45.458
0.0,0.5,0.1,37.9,50.47,57.05,55.24,45.44199999999999
0.0,1.0,0.2,37.9,50.47,57.05,55.24,45.44199999999999
0.1,0.8,0.3,35.86,51.79,59.73,54.46,45.418
0.1,1.0,0.4,35.86,51.78,59.6,55.0,45.412
0.3,1.0,0.1,37.03,50.96,58.94,52.78,45.388000000000005
0.1,0.8,0.0,37.32,50.7,57.06,51.38,45.348
0.5,0.6,0.0,36.44,51.26,55.33,52.78,45.331999999999994
0.1,1.0,0.0,37.61,50.46,56.79,51.38,45.32
0.1,1.0,0.2,36.44,51.21,58.71,52.88,45.302
0.1,0.9,0.1,37.9,50.23,56.6,52.78,45.298
0.0,0.9,0.1,37.03,50.7,56.96,52.78,45.232
0.0,0.9,0.2,37.32,50.47,57.05,54.81,45.209999999999994
0.7,0.9,0.0,36.15,51.24,56.08,52.34,45.204
0.2,0.9,0.1,36.73,50.71,58.39,53.27,45.117999999999995
0.0,0.6,0.1,37.32,50.23,57.32,53.77,45.066
0.1,1.0,0.1,37.61,50.0,57.32,52.78,45.044
0.0,0.8,0.1,37.03,50.23,56.96,52.78,44.95
0.0,0.5,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.6,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.9,0.0,37.61,49.78,55.56,51.33,44.912
0.0,1.0,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.1,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.4,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.8,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.2,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.7,0.0,37.61,49.78,55.56,51.33,44.912
0.0,0.3,0.0,37.61,49.78,55.56,51.33,44.912
0.0,1.0,0.1,36.44,50.47,56.96,52.78,44.858
0.0,0.7,0.1,37.32,49.77,57.05,53.77,44.790000000000006
