left_rule_id,left_feature,right_rule_id,right_feature,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_up_calls,dev2023_24_down_calls,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,val2025_n,val2025_coverage_pct,val2025_up_calls,val2025_down_calls,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,confirm2026_n,confirm2026_coverage_pct,confirm2026_up_calls,confirm2026_down_calls,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,min_holdout_exact_pct,min_holdout_sign_pct,mean_holdout_coverage_pct
DII_v3inst_lvl_chg21|1|upper|0.850,DII_v3inst_lvl_chg21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,11,15.07,11,0,90.91,10,100.0,14,26.92,14,0,71.43,12,83.33,10,28.57,10,0,40.0,7,57.14,40.0,57.14,27.745
DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,DII_futheavy_lvl_chg21|1|upper|0.800,DII_futheavy_lvl_chg21,11,15.07,11,0,90.91,10,100.0,14,26.92,14,0,71.43,12,83.33,10,28.57,10,0,40.0,7,57.14,40.0,57.14,27.745
DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,11,15.07,11,0,90.91,10,100.0,14,26.92,14,0,71.43,12,83.33,10,28.57,10,0,40.0,7,57.14,40.0,57.14,27.745
DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,11,15.07,11,0,81.82,10,90.0,13,25.0,13,0,69.23,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,26.785
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_lvl_chg21|1|upper|0.800,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,11,15.07,11,0,90.91,10,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,FII_v3inst_lvl_sum21|-1|upper|0.800,FII_v3inst_lvl_sum21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,FII_v3inst_lvl_sum21|-1|upper|0.800,FII_v3inst_lvl_sum21,10,13.7,10,0,90.0,9,100.0,12,23.08,12,0,58.33,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,11,15.07,11,0,81.82,10,90.0,12,23.08,12,0,75.0,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,11,15.07,11,0,81.82,10,90.0,12,23.08,12,0,75.0,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,11,15.07,11,0,81.82,10,90.0,12,23.08,12,0,75.0,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,11,15.07,11,0,81.82,10,90.0,12,23.08,12,0,75.0,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,11,15.07,11,0,81.82,10,90.0,12,23.08,12,0,75.0,11,81.82,10,28.57,10,0,40.0,7,57.14,40.0,57.14,25.825
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_lvl_chg21|1|upper|0.850,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_v3inst_lvl_chg21|1|upper|0.850,DII_v3inst_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_futheavy_lvl_chg21|1|upper|0.800,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_lvl_chg21|1|upper|0.850,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_v3inst_lvl_chg21|1|upper|0.850,DII_v3inst_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_futheavy_lvl_chg21|1|upper|0.800,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_lvl_chg21|1|upper|0.850,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_v3inst_lvl_chg21|1|upper|0.850,DII_v3inst_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_futheavy_lvl_chg21|1|upper|0.800,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_lvl_chg21|1|upper|0.850,DII_ifut_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_v3inst_lvl_chg21|1|upper|0.850,DII_v3inst_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_futheavy_lvl_chg21|1|upper|0.850,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_futheavy_lvl_chg21|1|upper|0.800,DII_futheavy_lvl_chg21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,DII_futheavy_rflow_sum21|1|upper|0.850,DII_futheavy_rflow_sum21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,DII_futheavy_rflow_mean21|1|upper|0.850,DII_futheavy_rflow_mean21,10,13.7,10,0,90.0,9,100.0,11,21.15,11,0,63.64,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,24.86
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_v3inst_qflow_sum21|1|upper|0.850,DII_v3inst_qflow_sum21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_v3inst_qflow_mean21|1|upper|0.850,DII_v3inst_qflow_mean21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_futheavy_qflow_sum21|1|upper|0.850,DII_futheavy_qflow_sum21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_futheavy_qflow_mean21|1|upper|0.850,DII_futheavy_qflow_mean21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_ifut_qflow_sum21|1|upper|0.850,DII_ifut_qflow_sum21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,DII_ifut_rflow_sum21|1|upper|0.850,DII_ifut_rflow_sum21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
DII_ifut_qflow_mean21|1|upper|0.850,DII_ifut_qflow_mean21,DII_ifut_rflow_mean21|1|upper|0.850,DII_ifut_rflow_mean21,10,13.7,10,0,90.0,9,100.0,10,19.23,10,0,70.0,9,77.78,10,28.57,10,0,40.0,7,57.14,40.0,57.14,23.9
Client_icall_lvl_sum15|1|upper|0.850,Client_icall_lvl_sum15,Client_icall_lvl_mean15|1|upper|0.850,Client_icall_lvl_mean15,11,15.07,11,0,81.82,9,100.0,12,23.08,12,0,50.0,8,75.0,30,85.71,30,0,36.67,21,52.38,36.67,52.38,54.394999999999996
smart_vs_client_v2inst_lvl_sum7|-1|upper|0.850,smart_vs_client_v2inst_lvl_sum7,Client_v2inst_lvl_sum7|1|upper|0.850,Client_v2inst_lvl_sum7,11,15.07,11,0,90.91,10,100.0,22,42.31,22,0,50.0,17,64.71,29,82.86,29,0,34.48,19,52.63,34.48,52.63,62.585
smart_vs_client_v2inst_lvl_sum7|-1|upper|0.850,smart_vs_client_v2inst_lvl_sum7,Client_v2inst_lvl_mean7|1|upper|0.850,Client_v2inst_lvl_mean7,11,15.07,11,0,90.91,10,100.0,22,42.31,22,0,50.0,17,64.71,29,82.86,29,0,34.48,19,52.63,34.48,52.63,62.585
smart_vs_client_v2inst_lvl_mean7|-1|upper|0.850,smart_vs_client_v2inst_lvl_mean7,Client_v2inst_lvl_sum7|1|upper|0.850,Client_v2inst_lvl_sum7,11,15.07,11,0,90.91,10,100.0,22,42.31,22,0,50.0,17,64.71,29,82.86,29,0,34.48,19,52.63,34.48,52.63,62.585
smart_vs_client_v2inst_lvl_mean7|-1|upper|0.850,smart_vs_client_v2inst_lvl_mean7,Client_v2inst_lvl_mean7|1|upper|0.850,Client_v2inst_lvl_mean7,11,15.07,11,0,90.91,10,100.0,22,42.31,22,0,50.0,17,64.71,29,82.86,29,0,34.48,19,52.63,34.48,52.63,62.585
smart_vs_client_futheavy_lvl_sum4|-1|upper|0.800,smart_vs_client_futheavy_lvl_sum4,Client_v3inst_lvl_sum4|1|upper|0.850,Client_v3inst_lvl_sum4,10,13.7,10,0,90.0,10,90.0,31,59.62,31,0,45.16,26,53.85,32,91.43,32,0,34.38,23,47.83,34.38,47.83,75.525
smart_vs_client_futheavy_lvl_sum4|-1|upper|0.800,smart_vs_client_futheavy_lvl_sum4,Client_v3inst_lvl_mean4|1|upper|0.850,Client_v3inst_lvl_mean4,10,13.7,10,0,90.0,10,90.0,31,59.62,31,0,45.16,26,53.85,32,91.43,32,0,34.38,23,47.83,34.38,47.83,75.525
Client_v3inst_lvl_sum4|1|upper|0.850,Client_v3inst_lvl_sum4,Client_v3inst_lvl_mean4|1|upper|0.850,Client_v3inst_lvl_mean4,11,15.07,11,0,81.82,10,90.0,31,59.62,31,0,45.16,26,53.85,32,91.43,32,0,34.38,23,47.83,34.38,47.83,75.525
Client_v3inst_lvl_sum4|1|upper|0.850,Client_v3inst_lvl_sum4,smart_vs_client_v3inst_lvl_sum4|-1|upper|0.850,smart_vs_client_v3inst_lvl_sum4,11,15.07,11,0,81.82,10,90.0,31,59.62,31,0,45.16,26,53.85,32,91.43,32,0,34.38,23,47.83,34.38,47.83,75.525
Client_v3inst_lvl_mean4|1|upper|0.850,Client_v3inst_lvl_mean4,smart_vs_client_v3inst_lvl_sum4|-1|upper|0.850,smart_vs_client_v3inst_lvl_sum4,11,15.07,11,0,81.82,10,90.0,31,59.62,31,0,45.16,26,53.85,32,91.43,32,0,34.38,23,47.83,34.38,47.83,75.525
Client_futheavy_lvl|1|upper|0.850,Client_futheavy_lvl,smart_vs_client_v3inst_lvl|-1|upper|0.850,smart_vs_client_v3inst_lvl,11,15.07,11,0,90.91,11,90.91,30,57.69,30,0,46.67,25,56.0,32,91.43,32,0,34.38,23,47.83,34.38,47.83,74.56
Client_futheavy_lvl|1|upper|0.850,Client_futheavy_lvl,smart_vs_client_futheavy_lvl|-1|upper|0.850,smart_vs_client_futheavy_lvl,11,15.07,11,0,90.91,11,90.91,30,57.69,30,0,46.67,25,56.0,32,91.43,32,0,34.38,23,47.83,34.38,47.83,74.56
Client_futheavy_lvl|1|upper|0.850,Client_futheavy_lvl,smart_plus_contra_client_futheavy_lvl|-1|upper|0.850,smart_plus_contra_client_futheavy_lvl,10,13.7,10,0,90.0,10,90.0,30,57.69,30,0,46.67,25,56.0,32,91.43,32,0,34.38,23,47.83,34.38,47.83,74.56
Client_futheavy_lvl|1|upper|0.850,Client_futheavy_lvl,smart_vs_client_futheavy_lvl_sum4|-1|upper|0.800,smart_vs_client_futheavy_lvl_sum4,11,15.07,11,0,90.91,11,90.91,30,57.69,30,0,46.67,25,56.0,32,91.43,32,0,34.38,23,47.83,34.38,47.83,74.56
DII_scall_lvl_sum15|-1|upper|0.850,DII_scall_lvl_sum15,DII_scall_lvl_mean15|-1|upper|0.850,DII_scall_lvl_mean15,11,15.07,11,0,81.82,10,90.0,11,21.15,11,0,36.36,10,40.0,32,91.43,32,0,34.38,24,45.83,34.38,40.0,56.290000000000006
smart_vs_client_v2inst_lvl_sum7|-1|upper|0.850,smart_vs_client_v2inst_lvl_sum7,smart_vs_client_v2inst_lvl_mean7|-1|upper|0.850,smart_vs_client_v2inst_lvl_mean7,11,15.07,11,0,90.91,10,100.0,24,46.15,24,0,50.0,18,66.67,30,85.71,30,0,33.33,20,50.0,33.33,50.0,65.92999999999999
DII_optheavy_lvl|1|upper|0.850,DII_optheavy_lvl,DII_optheavy_lvl|1|upper|0.800,DII_optheavy_lvl,11,15.07,11,0,90.91,10,100.0,45,86.54,45,0,48.89,38,57.89,34,97.14,34,0,32.35,24,45.83,32.35,45.83,91.84
smart_vs_client_v3inst_lvl|-1|upper|0.850,smart_vs_client_v3inst_lvl,smart_plus_contra_client_futheavy_lvl|-1|upper|0.850,smart_plus_contra_client_futheavy_lvl,10,13.7,10,0,90.0,10,90.0,33,63.46,33,0,42.42,26,53.85,34,97.14,34,0,32.35,24,45.83,32.35,45.83,80.3
smart_vs_client_v3inst_lvl|-1|upper|0.850,smart_vs_client_v3inst_lvl,smart_vs_client_futheavy_lvl_sum4|-1|upper|0.800,smart_vs_client_futheavy_lvl_sum4,11,15.07,11,0,90.91,11,90.91,33,63.46,33,0,42.42,26,53.85,34,97.14,34,0,32.35,24,45.83,32.35,45.83,80.3
smart_vs_client_futheavy_lvl|-1|upper|0.850,smart_vs_client_futheavy_lvl,smart_plus_contra_client_futheavy_lvl|-1|upper|0.850,smart_plus_contra_client_futheavy_lvl,10,13.7,10,0,90.0,10,90.0,33,63.46,33,0,42.42,27,51.85,34,97.14,34,0,32.35,24,45.83,32.35,45.83,80.3
smart_vs_client_futheavy_lvl|-1|upper|0.850,smart_vs_client_futheavy_lvl,smart_vs_client_futheavy_lvl_sum4|-1|upper|0.800,smart_vs_client_futheavy_lvl_sum4,11,15.07,11,0,90.91,11,90.91,33,63.46,33,0,42.42,27,51.85,34,97.14,34,0,32.35,24,45.83,32.35,45.83,80.3
smart_vs_client_v3inst_lvl|-1|upper|0.850,smart_vs_client_v3inst_lvl,smart_vs_client_futheavy_lvl|-1|upper|0.850,smart_vs_client_futheavy_lvl,11,15.07,11,0,90.91,11,90.91,32,61.54,32,0,43.75,26,53.85,34,97.14,34,0,32.35,24,45.83,32.35,45.83,79.34
FII_icall_lvl_sum4|-1|upper|0.850,FII_icall_lvl_sum4,FII_icall_lvl_mean4|-1|upper|0.850,FII_icall_lvl_mean4,11,15.07,11,0,81.82,10,90.0,23,44.23,23,0,47.83,20,55.0,34,97.14,34,0,32.35,24,45.83,32.35,45.83,70.685
Client_v2inst_lvl_sum7|1|upper|0.850,Client_v2inst_lvl_sum7,Client_v2inst_lvl_mean7|1|upper|0.850,Client_v2inst_lvl_mean7,11,15.07,11,0,90.91,10,100.0,23,44.23,23,0,52.17,18,66.67,31,88.57,31,0,32.26,21,47.62,32.26,47.62,66.39999999999999
